Symbol,ISIN,Date,Value,Event
EICHERMOT,INE066A01021,28-04-2000,0.2,Dividend
EICHERMOT,INE066A01021,25-06-2001,0.2,Dividend
EICHERMOT,INE066A01021,15-07-2002,0.25,Dividend
EICHERMOT,INE066A01021,17-07-2003,0.35,Dividend
EICHERMOT,INE066A01021,17-09-2004,0.35,Dividend
EICHERMOT,INE066A01021,05-08-2005,0.4,Dividend
EICHERMOT,INE066A01021,22-06-2006,0.4,Dividend
EICHERMOT,INE066A01021,16-03-2007,0.4,Dividend
EICHERMOT,INE066A01021,26-05-2008,0.5,Dividend
EICHERMOT,INE066A01021,20-05-2009,0.5,Dividend
EICHERMOT,INE066A01021,05-03-2010,0.7,Dividend
EICHERMOT,INE066A01021,08-03-2011,1.1,Dividend
EICHERMOT,INE066A01021,13-03-2012,1.6,Dividend
EICHERMOT,INE066A01021,13-03-2013,2,Dividend
EICHERMOT,INE066A01021,12-03-2014,3,Dividend
EICHERMOT,INE066A01021,11-03-2015,5,Dividend
EICHERMOT,INE066A01021,22-03-2016,10,Dividend
EICHERMOT,INE066A01021,31-07-2017,10,Dividend
EICHERMOT,INE066A01021,02-08-2018,11,Dividend
EICHERMOT,INE066A01021,24-07-2019,12.5,Dividend
EICHERMOT,INE066A01021,19-03-2020,12.5,Dividend
EICHERMOT,INE066A01021,09-08-2021,17,Dividend
EICHERMOT,INE066A01021,12-08-2022,21,Dividend
EICHERMOT,INE066A01021,14-08-2023,37,Dividend
EICHERMOT,INE066A01021,07-08-2024,51,Dividend
EICHERMOT,INE066A01021,01-08-2025,70,Dividend
EICHERMOT,INE066A01021,24-08-2020,10,Split
GRASIM,INE047A01021,16-07-2002,1.792871,Dividend
GRASIM,INE047A01021,14-07-2003,1.992079,Dividend
GRASIM,INE047A01021,05-07-2004,2.788911,Dividend
GRASIM,INE047A01021,29-06-2005,3.187327,Dividend
GRASIM,INE047A01021,09-08-2006,3.984158,Dividend
GRASIM,INE047A01021,15-03-2007,5.478217,Dividend
GRASIM,INE047A01021,22-07-2008,5.976237,Dividend
GRASIM,INE047A01021,24-07-2009,5.976237,Dividend
GRASIM,INE047A01021,10-08-2010,5.976237,Dividend
GRASIM,INE047A01021,06-09-2011,3.984158,Dividend
GRASIM,INE047A01021,27-08-2012,4.482178,Dividend
GRASIM,INE047A01021,31-07-2013,4.482178,Dividend
GRASIM,INE047A01021,20-08-2014,4.183366,Dividend
GRASIM,INE047A01021,03-09-2015,3.585742,Dividend
GRASIM,INE047A01021,07-09-2016,4.482178,Dividend
GRASIM,INE047A01021,08-09-2017,5.478217,Dividend
GRASIM,INE047A01021,31-08-2018,6.175445,Dividend
GRASIM,INE047A01021,08-08-2019,6.972277,Dividend
GRASIM,INE047A01021,26-08-2020,3.984158,Dividend
GRASIM,INE047A01021,12-08-2021,3.984158,Dividend
GRASIM,INE047A01021,11-08-2022,4.980198,Dividend
GRASIM,INE047A01021,11-08-2023,9.960395,Dividend
GRASIM,INE047A01021,06-08-2024,10,Dividend
GRASIM,INE047A01021,06-10-2016,5,Split
HCLTECH,INE860A01027,17-10-2002,0.1875,Dividend
HCLTECH,INE860A01027,18-11-2003,0.25,Dividend
HCLTECH,INE860A01027,17-12-2003,0.25,Dividend
HCLTECH,INE860A01027,04-02-2004,0.25,Dividend
HCLTECH,INE860A01027,30-04-2004,0.25,Dividend
HCLTECH,INE860A01027,08-12-2004,0.5,Dividend
HCLTECH,INE860A01027,01-02-2005,0.5,Dividend
HCLTECH,INE860A01027,29-04-2005,0.5,Dividend
HCLTECH,INE860A01027,31-10-2005,0.5,Dividend
HCLTECH,INE860A01027,06-12-2005,0.5,Dividend
HCLTECH,INE860A01027,24-01-2006,0.5,Dividend
HCLTECH,INE860A01027,25-04-2006,0.5,Dividend
HCLTECH,INE860A01027,20-10-2006,0.5,Dividend
HCLTECH,INE860A01027,04-12-2006,0.5,Dividend
HCLTECH,INE860A01027,19-01-2007,0.5,Dividend
HCLTECH,INE860A01027,23-04-2007,0.5,Dividend
HCLTECH,INE860A01027,23-10-2007,0.5,Dividend
HCLTECH,INE860A01027,30-11-2007,0.5,Dividend
HCLTECH,INE860A01027,23-01-2008,0.5,Dividend
HCLTECH,INE860A01027,21-04-2008,0.5,Dividend
HCLTECH,INE860A01027,22-10-2008,1.5,Dividend
HCLTECH,INE860A01027,28-01-2009,0.5,Dividend
HCLTECH,INE860A01027,24-04-2009,0.25,Dividend
HCLTECH,INE860A01027,30-10-2009,0.25,Dividend
HCLTECH,INE860A01027,02-12-2009,0.25,Dividend
HCLTECH,INE860A01027,29-01-2010,0.25,Dividend
HCLTECH,INE860A01027,26-04-2010,0.25,Dividend
HCLTECH,INE860A01027,22-10-2010,0.625,Dividend
HCLTECH,INE860A01027,24-01-2011,0.5,Dividend
HCLTECH,INE860A01027,25-04-2011,0.5,Dividend
HCLTECH,INE860A01027,21-10-2011,0.5,Dividend
HCLTECH,INE860A01027,20-01-2012,0.5,Dividend
HCLTECH,INE860A01027,23-04-2012,0.5,Dividend
HCLTECH,INE860A01027,19-10-2012,1,Dividend
HCLTECH,INE860A01027,21-01-2013,0.5,Dividend
HCLTECH,INE860A01027,22-04-2013,0.5,Dividend
HCLTECH,INE860A01027,22-10-2013,0.5,Dividend
HCLTECH,INE860A01027,18-12-2013,1.5,Dividend
HCLTECH,INE860A01027,22-01-2014,1,Dividend
HCLTECH,INE860A01027,22-04-2014,1,Dividend
HCLTECH,INE860A01027,21-10-2014,1.5,Dividend
HCLTECH,INE860A01027,04-02-2015,2,Dividend
HCLTECH,INE860A01027,24-04-2015,2,Dividend
HCLTECH,INE860A01027,07-08-2015,2.5,Dividend
HCLTECH,INE860A01027,23-10-2015,2.5,Dividend
HCLTECH,INE860A01027,27-01-2016,3,Dividend
HCLTECH,INE860A01027,05-05-2016,3,Dividend
HCLTECH,INE860A01027,10-08-2016,3,Dividend
HCLTECH,INE860A01027,27-10-2016,3,Dividend
HCLTECH,INE860A01027,01-02-2017,3,Dividend
HCLTECH,INE860A01027,24-05-2017,3,Dividend
HCLTECH,INE860A01027,03-08-2017,1,Dividend
HCLTECH,INE860A01027,01-11-2017,1,Dividend
HCLTECH,INE860A01027,29-01-2018,1,Dividend
HCLTECH,INE860A01027,09-05-2018,1,Dividend
HCLTECH,INE860A01027,02-08-2018,1,Dividend
HCLTECH,INE860A01027,30-10-2018,1,Dividend
HCLTECH,INE860A01027,05-02-2019,1,Dividend
HCLTECH,INE860A01027,16-05-2019,1,Dividend
HCLTECH,INE860A01027,14-08-2019,1,Dividend
HCLTECH,INE860A01027,31-10-2019,1,Dividend
HCLTECH,INE860A01027,24-01-2020,2,Dividend
HCLTECH,INE860A01027,23-07-2020,2,Dividend
HCLTECH,INE860A01027,14-09-2020,2,Dividend
HCLTECH,INE860A01027,22-10-2020,4,Dividend
HCLTECH,INE860A01027,21-01-2021,4,Dividend
HCLTECH,INE860A01027,29-04-2021,6,Dividend
HCLTECH,INE860A01027,27-07-2021,6,Dividend
HCLTECH,INE860A01027,21-10-2021,10,Dividend
HCLTECH,INE860A01027,20-01-2022,10,Dividend
HCLTECH,INE860A01027,28-04-2022,18,Dividend
HCLTECH,INE860A01027,19-07-2022,10,Dividend
HCLTECH,INE860A01027,19-10-2022,10,Dividend
HCLTECH,INE860A01027,19-01-2023,10,Dividend
HCLTECH,INE860A01027,28-04-2023,18,Dividend
HCLTECH,INE860A01027,20-07-2023,10,Dividend
HCLTECH,INE860A01027,20-10-2023,12,Dividend
HCLTECH,INE860A01027,19-01-2024,12,Dividend
HCLTECH,INE860A01027,07-05-2024,18,Dividend
HCLTECH,INE860A01027,23-07-2024,12,Dividend
HCLTECH,INE860A01027,22-10-2024,12,Dividend
HCLTECH,INE860A01027,17-01-2025,12,Dividend
HCLTECH,INE860A01027,28-04-2025,18,Dividend
HCLTECH,INE860A01027,18-07-2025,12,Dividend
HCLTECH,INE860A01027,15-03-2007,2,Split
HCLTECH,INE860A01027,19-03-2015,2,Split
HCLTECH,INE860A01027,05-12-2019,2,Split
HDFCBANK,INE040A01034,09-06-1997,0.08,Dividend
HDFCBANK,INE040A01034,11-06-1998,0.1,Dividend
HDFCBANK,INE040A01034,19-04-1999,0.13,Dividend
HDFCBANK,INE040A01034,06-04-2000,0.16,Dividend
HDFCBANK,INE040A01034,20-04-2001,0.2,Dividend
HDFCBANK,INE040A01034,07-05-2002,0.25,Dividend
HDFCBANK,INE040A01034,30-04-2003,0.3,Dividend
HDFCBANK,INE040A01034,06-05-2004,0.35,Dividend
HDFCBANK,INE040A01034,26-05-2005,0.45,Dividend
HDFCBANK,INE040A01034,11-05-2006,0.55,Dividend
HDFCBANK,INE040A01034,17-05-2007,0.7,Dividend
HDFCBANK,INE040A01034,29-04-2008,0.85,Dividend
HDFCBANK,INE040A01034,22-06-2009,1,Dividend
HDFCBANK,INE040A01034,10-06-2010,1.2,Dividend
HDFCBANK,INE040A01034,02-06-2011,1.65,Dividend
HDFCBANK,INE040A01034,28-06-2012,2.15,Dividend
HDFCBANK,INE040A01034,13-06-2013,2.75,Dividend
HDFCBANK,INE040A01034,05-06-2014,3.425,Dividend
HDFCBANK,INE040A01034,02-07-2015,4,Dividend
HDFCBANK,INE040A01034,29-06-2016,4.75,Dividend
HDFCBANK,INE040A01034,29-06-2017,5.5,Dividend
HDFCBANK,INE040A01034,31-05-2018,6.5,Dividend
HDFCBANK,INE040A01034,20-06-2019,7.5,Dividend
HDFCBANK,INE040A01034,29-06-2021,6.5,Dividend
HDFCBANK,INE040A01034,12-05-2022,15.5,Dividend
HDFCBANK,INE040A01034,16-05-2023,19,Dividend
HDFCBANK,INE040A01034,10-05-2024,19.5,Dividend
HDFCBANK,INE040A01034,27-06-2025,22,Dividend
HDFCBANK,INE040A01034,14-07-2011,5,Split
HDFCBANK,INE040A01034,19-09-2019,2,Split
HDFCLIFE,INE795G01014,15-12-2017,1.36,Dividend
HDFCLIFE,INE795G01014,14-03-2019,1.63,Dividend
HDFCLIFE,INE795G01014,30-06-2021,2.02,Dividend
HDFCLIFE,INE795G01014,31-05-2022,1.7,Dividend
HDFCLIFE,INE795G01014,16-06-2023,1.9,Dividend
HDFCLIFE,INE795G01014,21-06-2024,2,Dividend
HDFCLIFE,INE795G01014,20-06-2025,2.1,Dividend
HEROMOTOCO,INE066F01020,16-07-2003,18,Dividend
HEROMOTOCO,INE066F01020,22-01-2004,10,Dividend
HEROMOTOCO,INE066F01020,29-07-2004,10,Dividend
HEROMOTOCO,INE066F01020,20-07-2005,20,Dividend
HEROMOTOCO,INE066F01020,14-08-2006,20,Dividend
HEROMOTOCO,INE066F01020,10-07-2007,17,Dividend
HEROMOTOCO,INE066F01020,09-09-2008,19,Dividend
HEROMOTOCO,INE066F01020,28-08-2009,20,Dividend
HEROMOTOCO,INE066F01020,13-04-2010,80,Dividend
HEROMOTOCO,INE066F01020,30-08-2010,30,Dividend
HEROMOTOCO,INE066F01020,20-04-2011,70,Dividend
HEROMOTOCO,INE066F01020,25-08-2011,35,Dividend
HEROMOTOCO,INE066F01020,07-08-2012,45,Dividend
HEROMOTOCO,INE066F01020,03-09-2013,60,Dividend
HEROMOTOCO,INE066F01020,03-07-2014,65,Dividend
HEROMOTOCO,INE066F01020,08-08-2014,30,Dividend
HEROMOTOCO,INE066F01020,01-06-2015,30,Dividend
HEROMOTOCO,INE066F01020,21-03-2016,40,Dividend
HEROMOTOCO,INE066F01020,15-09-2016,32,Dividend
HEROMOTOCO,INE066F01020,16-03-2017,55,Dividend
HEROMOTOCO,INE066F01020,30-06-2017,30,Dividend
HEROMOTOCO,INE066F01020,15-02-2018,55,Dividend
HEROMOTOCO,INE066F01020,11-07-2018,40,Dividend
HEROMOTOCO,INE066F01020,11-02-2019,55,Dividend
HEROMOTOCO,INE066F01020,16-07-2019,32,Dividend
HEROMOTOCO,INE066F01020,17-02-2020,65,Dividend
HEROMOTOCO,INE066F01020,30-07-2020,25,Dividend
HEROMOTOCO,INE066F01020,15-02-2021,65,Dividend
HEROMOTOCO,INE066F01020,22-07-2021,25,Dividend
HEROMOTOCO,INE066F01020,21-02-2022,60,Dividend
HEROMOTOCO,INE066F01020,27-07-2022,35,Dividend
HEROMOTOCO,INE066F01020,17-02-2023,65,Dividend
HEROMOTOCO,INE066F01020,27-07-2023,35,Dividend
HEROMOTOCO,INE066F01020,21-02-2024,75,Dividend
HEROMOTOCO,INE066F01020,01-08-2024,40,Dividend
HEROMOTOCO,INE066F01020,12-02-2025,100,Dividend
HEROMOTOCO,INE066F01020,24-07-2025,65,Dividend
HINDALCO,INE066F01020,09-06-1997,0.383018,Dividend
HINDALCO,INE066F01020,30-06-1998,0.446855,Dividend
HINDALCO,INE066F01020,05-07-1999,0.553248,Dividend
HINDALCO,INE066F01020,06-04-2000,0.425576,Dividend
HINDALCO,INE066F01020,03-07-2000,0.255345,Dividend
HINDALCO,INE066F01020,02-07-2001,1.021382,Dividend
HINDALCO,INE066F01020,09-07-2002,1.149054,Dividend
HINDALCO,INE066F01020,14-07-2003,1.149054,Dividend
HINDALCO,INE066F01020,16-07-2004,1.4044,Dividend
HINDALCO,INE066F01020,29-06-2005,1.702303,Dividend
HINDALCO,INE066F01020,14-07-2006,1.993873,Dividend
HINDALCO,INE066F01020,16-03-2007,1.54072,Dividend
HINDALCO,INE066F01020,28-08-2008,1.676666,Dividend
HINDALCO,INE066F01020,10-09-2009,1.35,Dividend
HINDALCO,INE066F01020,24-08-2010,1.35,Dividend
HINDALCO,INE066F01020,14-09-2011,1.5,Dividend
HINDALCO,INE066F01020,31-08-2012,1.55,Dividend
HINDALCO,INE066F01020,30-08-2013,1.4,Dividend
HINDALCO,INE066F01020,08-09-2014,1,Dividend
HINDALCO,INE066F01020,07-09-2015,1,Dividend
HINDALCO,INE066F01020,06-09-2016,1,Dividend
HINDALCO,INE066F01020,05-09-2017,1.1,Dividend
HINDALCO,INE066F01020,12-09-2018,1.2,Dividend
HINDALCO,INE066F01020,14-08-2019,1.2,Dividend
HINDALCO,INE066F01020,03-09-2020,1,Dividend
HINDALCO,INE066F01020,12-08-2021,3,Dividend
HINDALCO,INE066F01020,11-08-2022,4,Dividend
HINDALCO,INE066F01020,14-08-2023,3,Dividend
HINDALCO,INE066F01020,09-08-2024,3.5,Dividend
HINDALCO,INE066F01020,30-08-2005,10,Split
HINDUNILVR,INE030A01027,18-03-1998,0.95,Dividend
HINDUNILVR,INE030A01027,31-08-1998,0.96,Dividend
HINDUNILVR,INE030A01027,23-03-1999,1.24,Dividend
HINDUNILVR,INE030A01027,01-09-1999,1.2,Dividend
HINDUNILVR,INE030A01027,09-03-2000,1.7,Dividend
HINDUNILVR,INE030A01027,04-09-2000,1.5,Dividend
HINDUNILVR,INE030A01027,27-03-2001,2,Dividend
HINDUNILVR,INE030A01027,16-07-2001,2.5,Dividend
HINDUNILVR,INE030A01027,08-04-2002,2.5,Dividend
HINDUNILVR,INE030A01027,07-08-2002,2.5,Dividend
HINDUNILVR,INE030A01027,04-04-2003,2.65,Dividend
HINDUNILVR,INE030A01027,14-08-2003,2.5,Dividend
HINDUNILVR,INE030A01027,14-05-2004,3,Dividend
HINDUNILVR,INE030A01027,13-08-2004,2.5,Dividend
HINDUNILVR,INE030A01027,07-06-2005,2.5,Dividend
HINDUNILVR,INE030A01027,08-08-2005,2.5,Dividend
HINDUNILVR,INE030A01027,28-04-2006,2.5,Dividend
HINDUNILVR,INE030A01027,08-08-2006,3,Dividend
HINDUNILVR,INE030A01027,20-04-2007,3,Dividend
HINDUNILVR,INE030A01027,07-08-2007,3,Dividend
HINDUNILVR,INE030A01027,17-03-2008,3,Dividend
HINDUNILVR,INE030A01027,04-08-2008,3.5,Dividend
HINDUNILVR,INE030A01027,12-06-2009,4,Dividend
HINDUNILVR,INE030A01027,06-11-2009,3,Dividend
HINDUNILVR,INE030A01027,08-07-2010,3.5,Dividend
HINDUNILVR,INE030A01027,01-11-2010,3,Dividend
HINDUNILVR,INE030A01027,08-07-2011,3.5,Dividend
HINDUNILVR,INE030A01027,04-11-2011,3.5,Dividend
HINDUNILVR,INE030A01027,04-07-2012,4,Dividend
HINDUNILVR,INE030A01027,01-11-2012,4.5,Dividend
HINDUNILVR,INE030A01027,10-07-2013,6,Dividend
HINDUNILVR,INE030A01027,31-10-2013,5.5,Dividend
HINDUNILVR,INE030A01027,11-06-2014,7.5,Dividend
HINDUNILVR,INE030A01027,31-10-2014,6,Dividend
HINDUNILVR,INE030A01027,19-06-2015,9,Dividend
HINDUNILVR,INE030A01027,19-10-2015,6.5,Dividend
HINDUNILVR,INE030A01027,22-06-2016,9.5,Dividend
HINDUNILVR,INE030A01027,01-11-2016,7,Dividend
HINDUNILVR,INE030A01027,22-06-2017,10,Dividend
HINDUNILVR,INE030A01027,01-11-2017,8,Dividend
HINDUNILVR,INE030A01027,21-06-2018,12,Dividend
HINDUNILVR,INE030A01027,25-10-2018,9,Dividend
HINDUNILVR,INE030A01027,20-06-2019,13,Dividend
HINDUNILVR,INE030A01027,23-10-2019,11,Dividend
HINDUNILVR,INE030A01027,19-06-2020,14,Dividend
HINDUNILVR,INE030A01027,30-07-2020,9.5,Dividend
HINDUNILVR,INE030A01027,28-10-2020,14,Dividend
HINDUNILVR,INE030A01027,14-06-2021,17,Dividend
HINDUNILVR,INE030A01027,26-10-2021,15,Dividend
HINDUNILVR,INE030A01027,15-06-2022,19,Dividend
HINDUNILVR,INE030A01027,01-11-2022,17,Dividend
HINDUNILVR,INE030A01027,19-06-2023,22,Dividend
HINDUNILVR,INE030A01027,02-11-2023,18,Dividend
HINDUNILVR,INE030A01027,14-06-2024,24,Dividend
HINDUNILVR,INE030A01027,06-11-2024,19,Dividend
HINDUNILVR,INE030A01027,23-06-2025,24,Dividend
HINDUNILVR,INE030A01027,10-07-2000,10,Split
ICICIBANK,INE090A01021,04-08-2003,1.363636,Dividend
ICICIBANK,INE090A01021,02-09-2004,1.363636,Dividend
ICICIBANK,INE090A01021,04-08-2005,1.545455,Dividend
ICICIBANK,INE090A01021,06-07-2006,1.545455,Dividend
ICICIBANK,INE090A01021,14-06-2007,1.818182,Dividend
ICICIBANK,INE090A01021,10-07-2008,2,Dividend
ICICIBANK,INE090A01021,11-06-2009,2,Dividend
ICICIBANK,INE090A01021,10-06-2010,2.181818,Dividend
ICICIBANK,INE090A01021,02-06-2011,2.545455,Dividend
ICICIBANK,INE090A01021,31-05-2012,3,Dividend
ICICIBANK,INE090A01021,30-05-2013,3.636364,Dividend
ICICIBANK,INE090A01021,04-06-2014,4.181818,Dividend
ICICIBANK,INE090A01021,05-06-2014,4.181818,Dividend
ICICIBANK,INE090A01021,04-06-2015,4.545455,Dividend
ICICIBANK,INE090A01021,16-06-2016,4.545455,Dividend
ICICIBANK,INE090A01021,20-06-2017,2.272727,Dividend
ICICIBANK,INE090A01021,24-08-2018,1.5,Dividend
ICICIBANK,INE090A01021,22-07-2019,1,Dividend
ICICIBANK,INE090A01021,29-07-2021,2,Dividend
ICICIBANK,INE090A01021,08-08-2022,5,Dividend
ICICIBANK,INE090A01021,09-08-2023,8,Dividend
ICICIBANK,INE090A01021,12-08-2024,10,Dividend
ICICIBANK,INE090A01021,04-12-2014,5,Split
ICICIBANK,INE090A01021,20-06-2017,1.1,Split
INDUSINDBK,INE726G01019,18-09-2002,1.4,Dividend
INDUSINDBK,INE726G01019,12-09-2003,1.4,Dividend
INDUSINDBK,INE726G01019,29-07-2004,2.25,Dividend
INDUSINDBK,INE726G01019,18-08-2005,1.8,Dividend
INDUSINDBK,INE726G01019,31-08-2007,0.6,Dividend
INDUSINDBK,INE726G01019,04-09-2008,0.6,Dividend
INDUSINDBK,INE726G01019,22-06-2009,1.2,Dividend
INDUSINDBK,INE726G01019,17-06-2010,1.8,Dividend
INDUSINDBK,INE726G01019,30-06-2011,2,Dividend
INDUSINDBK,INE726G01019,05-07-2012,2.2,Dividend
INDUSINDBK,INE726G01019,17-06-2013,3,Dividend
INDUSINDBK,INE726G01019,16-06-2014,3.5,Dividend
INDUSINDBK,INE726G01019,07-08-2015,4,Dividend
INDUSINDBK,INE726G01019,23-06-2016,4.5,Dividend
INDUSINDBK,INE726G01019,18-07-2017,6,Dividend
INDUSINDBK,INE726G01019,13-06-2018,7.5,Dividend
INDUSINDBK,INE726G01019,18-07-2018,7.5,Dividend
INDUSINDBK,INE726G01019,08-08-2019,7.5,Dividend
INDUSINDBK,INE726G01019,17-08-2021,5,Dividend
INDUSINDBK,INE726G01019,11-08-2022,8.5,Dividend
INDUSINDBK,INE726G01019,02-06-2023,14,Dividend
INDUSINDBK,INE726G01019,28-06-2024,16.5,Dividend
INFY,INE009A01021,30-04-1996,0.006836,Dividend
INFY,INE009A01021,28-10-1996,0.00293,Dividend
INFY,INE009A01021,23-05-1997,0.007813,Dividend
INFY,INE009A01021,17-12-1997,0.005859,Dividend
INFY,INE009A01021,30-04-1998,0.017578,Dividend
INFY,INE009A01021,12-11-1998,0.009766,Dividend
INFY,INE009A01021,20-05-1999,0.039063,Dividend
INFY,INE009A01021,28-10-1999,0.023438,Dividend
INFY,INE009A01021,28-04-2000,0.046875,Dividend
INFY,INE009A01021,25-10-2000,0.039063,Dividend
INFY,INE009A01021,27-04-2001,0.117188,Dividend
INFY,INE009A01021,18-10-2001,0.117188,Dividend
INFY,INE009A01021,21-05-2002,0.195313,Dividend
INFY,INE009A01021,30-10-2002,0.195313,Dividend
INFY,INE009A01021,28-05-2003,0.226563,Dividend
INFY,INE009A01021,16-10-2003,0.226563,Dividend
INFY,INE009A01021,26-05-2004,0.234375,Dividend
INFY,INE009A01021,18-10-2004,0.3125,Dividend
INFY,INE009A01021,01-06-2005,0.40625,Dividend
INFY,INE009A01021,17-10-2005,0.40625,Dividend
INFY,INE009A01021,25-05-2006,2.40625,Dividend
INFY,INE009A01021,19-10-2006,0.625,Dividend
INFY,INE009A01021,06-06-2007,0.8125,Dividend
INFY,INE009A01021,18-10-2007,0.75,Dividend
INFY,INE009A01021,29-05-2008,3.40625,Dividend
INFY,INE009A01021,16-10-2008,1.25,Dividend
INFY,INE009A01021,04-06-2009,1.6875,Dividend
INFY,INE009A01021,15-10-2009,1.25,Dividend
INFY,INE009A01021,26-05-2010,1.875,Dividend
INFY,INE009A01021,21-10-2010,1.25,Dividend
INFY,INE009A01021,26-05-2011,2.5,Dividend
INFY,INE009A01021,20-10-2011,1.875,Dividend
INFY,INE009A01021,24-05-2012,2.75,Dividend
INFY,INE009A01021,18-10-2012,1.875,Dividend
INFY,INE009A01021,30-05-2013,3.375,Dividend
INFY,INE009A01021,17-10-2013,2.5,Dividend
INFY,INE009A01021,29-05-2014,5.375,Dividend
INFY,INE009A01021,16-10-2014,3.75,Dividend
INFY,INE009A01021,15-06-2015,7.375,Dividend
INFY,INE009A01021,16-10-2015,5,Dividend
INFY,INE009A01021,09-06-2016,7.125,Dividend
INFY,INE009A01021,21-10-2016,5.5,Dividend
INFY,INE009A01021,01-06-2017,7.375,Dividend
INFY,INE009A01021,31-10-2017,6.5,Dividend
INFY,INE009A01021,14-06-2018,10.25,Dividend
INFY,INE009A01021,25-10-2018,7,Dividend
INFY,INE009A01021,13-06-2019,10.5,Dividend
INFY,INE009A01021,23-10-2019,8,Dividend
INFY,INE009A01021,29-05-2020,9.5,Dividend
INFY,INE009A01021,23-10-2020,12,Dividend
INFY,INE009A01021,31-05-2021,15,Dividend
INFY,INE009A01021,26-10-2021,15,Dividend
INFY,INE009A01021,31-05-2022,16,Dividend
INFY,INE009A01021,27-10-2022,16.5,Dividend
INFY,INE009A01021,02-06-2023,17.5,Dividend
INFY,INE009A01021,25-10-2023,18,Dividend
INFY,INE009A01021,31-05-2024,20,Dividend
INFY,INE009A01021,29-10-2024,21,Dividend
INFY,INE009A01021,30-05-2025,22,Dividend
INFY,INE009A01021,19-08-1997,2,Split
INFY,INE009A01021,10-02-1999,2,Split
INFY,INE009A01021,24-01-2000,2,Split
INFY,INE009A01021,27-01-2000,2,Split
INFY,INE009A01021,01-07-2004,4,Split
INFY,INE009A01021,13-07-2006,2,Split
INFY,INE009A01021,02-12-2014,2,Split
INFY,INE009A01021,15-06-2015,2,Split
INFY,INE009A01021,04-09-2018,2,Split
ITC,INE646L01027,08-07-1996,0.055556,Dividend
ITC,INE646L01027,04-08-1997,0.022222,Dividend
